authorid,name,workcount,fan_count,gender,image_url,about,born,died,influence,average_rate,rating_count,review_count,website,twitter,genre,original_hometown,country,latitude,longitude
762707,S.E. Hinton,23,5213,female,https://images.gr-assets.com/authors/1206505616p7/762707.jpg,"S.E. Hinton, was and still is, one of the most popular and best known writers of young adult fiction. Her books have been taught in some schools, and banned from others. Her novels changed the way people look at young adult literature. <br /><br />Susan Eloise Hinton was born in Tulsa, Oklahoma. She has always enjoyed reading but wasn't satisfied with the literature that was being written for young adults, which influenced her to write novels like <i>The Outsiders</i>. That book, her first novel, was published in 1967 by Viking.",,,,4.08,957557,36147,http://www.sehinton.com,,"fiction,literature,young adult","Tulsa, Oklahoma",United States,36.15398,-95.99277
8051,Chinua Achebe,88,2491,male,https://images.gr-assets.com/authors/1473806077p7/8051.jpg,"Chinua Achebe was a novelist, poet, professor at Brown University and critic. He is best known for his first novel, Things Fall Apart (1958), which is the most widely read book in modern African literature.<br /><br />Raised by Christian parents in the Igbo town of Ogidi in southeastern Nigeria, Achebe excelled at school and won a scholarship for undergraduate studies. He became fascinated with world religions and traditional African cultures, and began writing stories as a university student. After graduation, he worked for the Nigerian Broadcasting Service and soon moved to the metropolis of Lagos. He gained worldwide attention for Things Fall Apart in the late 1950s; his later novels include No Longer at Ease (1960), Arrow of God (1964), A Man of the People (1966), and Anthills of the Savannah (1987). Achebe writes his novels in English and has defended the use of English, a ""language of colonizers"", in African literature. In 1975, his lecture An Image of Africa: Racism in Conrad's ""Heart of Darkness"" became the focus of controversy, for its criticism of Joseph Conrad as ""a bloody racist"".<br /><br />When the region of Biafra broke away from Nigeria in 1967, Achebe became a devoted supporter of Biafran independence and served as ambassador for the people of the new nation. The war ravaged the populace, and as starvation and violence took its toll, he appealed to the people of Europe and the Americas for aid. When the Nigerian government retook the region in 1970, he involved himself in political parties but soon resigned due to frustration over the corruption and elitism he witnessed. He lived in the United States for several years in the 1970s, and returned to the U.S. in 1990 after a car accident left him partially disabled.<br /><br />Achebe's novels focus on the traditions of Igbo society, the effect of Christian influences, and the clash of values during and after the colonial era. His style relied heavily on the Igbo oral tradition, and combines straightforward narration with representations of folk stories, proverbs, and oratory. He also published a number of short stories, children's books, and essay collections. He became the David and Marianna Fisher University Professor and Professor of Africana Studies at Brown University in Providence, Rhode Island, United States.<br /><br />Achebe died at age 82 following a brief illness.",11/16/1930,3/21/2013,,3.68,302648,15821,,,"fiction,history,short stories","Ogidi, Anambra",Nigeria,5.75364,6.65706
3345,Joseph Conrad,703,3027,male,https://images.gr-assets.com/authors/1403814208p7/3345.jpg,,1857-12-03,8/3/2024,"R.B. Cunninghame Graham,Stephen Crane,Robert Louis Stevenson,Antoni Malczewski,Stefan Żeromski,Gustave Flaubert,Victor Hugo,Herbert Wells,William Shakespeare,Ford Madox Ford,Guy de Maupassant,Henry James,Ivan Turgenev,",3.5,555603,21750,,,fiction,Berdichev (formerly Poland),Poland,,
2493,Lois Lowry,92,17302,female,https://images.gr-assets.com/authors/1348162077p7/2493.jpg,"Taken from Lowry's website:<br />""I’ve always felt that I was fortunate to have been born the middle child of three. My older sister, Helen, was very much like our mother: gentle, family-oriented, eager to please. Little brother Jon was the only boy and had interests that he shared with Dad; together they were always working on electric trains and erector sets; and later, when Jon was older, they always seemed to have their heads under the raised hood of a car. That left me in-between, and exactly where I wanted most to be: on my own. I was a solitary child who lived in the world of books and my own vivid imagination.<br /><br />Because my father was a career military officer - an Army dentist - I lived all over the world. I was born in Hawaii, moved from there to New York, spent the years of World War II in my mother’s hometown: Carlisle, Pennsylvania, and from there went to Tokyo when I was eleven. High school was back in New York City, but by the time I went to college (Brown University in Rhode Island), my family was living in Washington, D.C.<br /><br />I married young. I had just turned nineteen - just finished my sophomore year in college - when I married a Naval officer and continued the odyssey that military life requires. California. Connecticut (a daughter born there). Florida (a son). South Carolina. Finally Cambridge, Massachusetts, when my husband left the service and entered Harvard Law School (another daughter; another son) and then to Maine - by now with four children under the age of five in tow. My children grew up in Maine. So did I. I returned to college at the University of Southern Maine, got my degree, went to graduate school, and finally began to write professionally, the thing I had dreamed of doing since those childhood years when I had endlessly scribbled stories and poems in notebooks.<br /><br />After my marriage ended in 1977, when I was forty, I settled into the life I have lived ever since. Today I am back in Cambridge, Massachusetts, living and writing in a house dominated by a very shaggy Tibetan Terrier named Bandit. For a change of scenery Martin and I spend time in Maine, where we have an old (it was built in 1768!) farmhouse on top of a hill. In Maine I garden, feed birds, entertain friends, and read...<br /><br />My books have varied in content and style. Yet it seems that all of them deal, essentially, with the same general theme: the importance of human connections. A Summer to Die, my first book, was a highly fictionalized retelling of the early death of my sister, and of the effect of such a loss on a family. Number the Stars, set in a different culture and era, tells the same story: that of the role that we humans play in the lives of our fellow beings.<br /><br />The Giver - and Gathering Blue, and the newest in the trilogy: Messenger - take place against the background of very different cultures and times. Though all three are broader in scope than my earlier books, they nonetheless speak to the same concern: the vital need of people to be aware of their interdependence, not only with each other, but with the world and its environment.<br /><br />My older son was a fighter pilot in the United States Air Force. His death in the cockpit of a warplane tore away a piece of my world. But it left me, too, with a wish to honor him by joining the many others trying to find a way to end conflict on this very fragile earth.<br />I am a grandmother now. For my own grandchildren - and for all those of their generation - I try, through writing, to convey my passionate awareness that we live intertwined on this planet and that our future depends upon our caring more, and doing more, for one another.""",,,,4.09,2581526,114782,http://www.loislowry.com/,,"children,fiction,literature,young adult","Oahu, Hawaii",United States,21.43333,-157.96667
3167,Joseph Heller,58,2151,male,https://images.gr-assets.com/authors/1197308614p7/3167.jpg,"<i>Librarian Note: There is more than one author in the GoodReads database with this name.</i><br /><br />Joseph Heller was the son of poor Jewish parents from Russia. Even as a child, he loved to write; at the age of eleven, he wrote a story about the Russian invasion of Finland. He sent it to New York Daily News, which rejected it. After graduating from Abraham Lincoln High School in 1941, Heller spent the next year working as a blacksmith's apprentice, a messenger boy, and a filing clerk. In 1942, at age 19, he joined the U.S. Army Air Corps. Two years later he was sent to Italy, where he flew 60 combat missions as a B-25 bombardier. Heller later remembered the war as ""fun in the beginning... You got the feeling that there was something glorious about it."" On his return home he ""felt like a hero... People think it quite remarkable that I was in combat in an airplane and I flew sixty missions even though I tell them that the missions were largely milk runs.""<br /><br />See also <a target=""_blank"" href=""http://en.wikipedia.org/wiki/Joseph_Heller"" rel=""nofollow"">http://en.wikipedia.org/wiki/Joseph_H...</a><br /><br />",5/1/2023,12/12/1999,,3.97,722450,18909,,,"fiction,literature","Brooklyn, New York",United States,40.6501,-73.94958
346732,George R.R. Martin,956,94825,male,https://images.gr-assets.com/authors/1563055799p7/346732.jpg,"George R.R. Martin was born September 20, 1948, in Bayonne, New Jersey. His father was Raymond Collins Martin, a longshoreman, and his mother was Margaret Brady Martin. He has two sisters, Darleen Martin Lapinski and Janet Martin Patten. <br /><br />Martin attended Mary Jane Donohoe School and Marist High School. He began writing very young, selling monster stories to other neighborhood children for pennies, dramatic readings included. Later he became a comic book fan and collector in high school, and began to write fiction for comic fanzines (amateur fan magazines). Martin's first professional sale was made in 1970 at age 21: ""The Hero,"" sold to Galaxy, published in February, 1971 issue. Other sales followed. <br /><br />In 1970 Martin received a B.S. in Journalism from Northwestern University, Evanston, Illinois, graduating summa cum laude. He went on to complete a M.S. in Journalism in 1971, also from Northwestern. <br /><br />As a conscientious objector, Martin did alternative service 1972-1974 with VISTA, attached to Cook County Legal Assistance Foundation. He also directed chess tournaments for the Continental Chess Association from 1973-1976, and was a Journalism instructor at Clarke College, Dubuque, Iowa, from 1976-1978. He wrote part-time throughout the 1970s while working as a VISTA Volunteer, chess director, and teacher. <br /><br />In 1975 he married Gale Burnick. They divorced in 1979, with no children. Martin became a full-time writer in 1979. He was writer-in-residence at Clarke College from 1978-79. <br /><br />Moving on to Hollywood, Martin signed on as a story editor for Twilight Zone at CBS Television in 1986. In 1987 Martin became an Executive Story Consultant for Beauty and the Beast at CBS. In 1988 he became a Producer for Beauty and the Beast, then in 1989 moved up to Co-Supervising Producer. He was Executive Producer for Doorways, a pilot which he wrote for Columbia Pictures Television, which was filmed during 1992-93. <br /><br />Martin's present home is Santa Fe, New Mexico. He is a member of Science Fiction &amp; Fantasy Writers of America (he was South-Central Regional Director 1977-1979, and Vice President 1996-1998), and of Writers' Guild of America, West. <br /><br /><a target=""_blank"" href=""http://us.macmillan.com/author/georgerrmartin"" rel=""nofollow"">http://us.macmillan.com/author/george...</a>",9/20/1948,,"H. P. Lovecraft,Roger Zelazny,F. Scott Fitzgerald,Stan Lee,Robert A. Heinlein,Robert E. Howard,Walter Scott,J.R.R. Tolkien,",4.37,5393243,193810,http://www.georgerrmartin.com/,GRRMspeaking,"fantasy,fiction,horror","Bayonne, New Jersey",United States,40.66871,-74.11431
13661,Victor Hugo,1582,9601,male,https://images.gr-assets.com/authors/1415946858p7/13661.jpg,"Victor Hugo, in full Victor-Marie Hugo, poet, playwrighter, novelist, dramatist, essayist, visual artist, statesman, human rights campaigner, and perhaps the most influential exponent of the Romantic movement in France, who was the most important of the French Romantic writers. Though regarded in France as one of that country’s greatest poets, he is better known abroad for such novels as <i>Notre-Dame de Paris</i> (1831) and <i>Les Misérables</i> (1862).",1802-02-26,1885-05-22,"Dante,Lamartine,Walter Scott,Chateaubriand,William Shakespeare,",4.14,904370,26609,,,"fiction,literature,philosophy,poetry","Besançon, Doubs",France,47.24878,6.01815
6878475,هنوف الجاسر,6,972,female,https://images.gr-assets.com/authors/1521994258p7/6878475.jpg,,,,,2.94,5733,964,,,,,,,
9346,James Luceno,60,702,male,https://images.gr-assets.com/authors/1215550105p7/9346.jpg,"James Luceno co-wrote a lot of books with <a href=""https://www.goodreads.com/author/show/105184.Brian_Daley"" title=""Brian Daley"" rel=""nofollow"">Brian Daley</a> as <a href=""https://www.goodreads.com/author/show/18309.Jack_McKinney"" title=""Jack McKinney"" rel=""nofollow"">Jack McKinney</a>.<br /><br />He is a New York Times Best-Selling author currently living in Annapolis, Maryland with his wife and youngest child. ",1/1/1947,,,3.84,95457,6229,,,"fantasy,fiction",,,,
12479,Timothy Zahn,240,5012,male,https://images.gr-assets.com/authors/1215545810p7/12479.jpg,"Timothy Zahn attended Michigan State University, earning a Bachelor of Science degree in physics in 1973. He then moved to the University of Illinois at Urbana-Champaign and achieved an M.S. degree in physics in 1975. While he was pursuing a doctorate in physics, his adviser became ill and died. Zahn never completed the doctorate. In 1975 he had begun writing science fiction as a hobby, and he became a professional writer. He and his wife Anna live in Bandon, Oregon. They have a son, Corwin Zahn.",,,,4.07,361091,15818,http://www.facebook.com/TimothyZahn,,"fantasy,fiction","Chicago, IL",United States,41.85003,-87.65005
14155472,Simon Spurrier,419,210,unknown,https://images.gr-assets.com/authors/1444676835p7/14155472.jpg,,,,,3.83,32653,3562,,,,,,,
17899386,Rodney Barnes,29,3,male,https://images.gr-assets.com/authors/1530256660p7/17899386.jpg,Comic book writer,,,,3.4,1350,206,,,comics,,,,
17824767,Amy Ratcliffe,2,28,female,https://images.gr-assets.com/authors/1573712753p7/17824767.jpg,,,,,4.44,447,102,https://www.amyratcliffe.com/,amy_geek,,,,,
439887,Kieron Gillen,861,1351,male,https://images.gr-assets.com/authors/1533663392p7/439887.jpg,Kieron Gillen is a comic book writer and former media journalist.,,,,3.97,291163,25556,http://www.kierongillen.com/,kierongillen,"comics,graphic novels",,,,
580494,Jason Aaron,1174,1244,male,https://images.gr-assets.com/authors/1528539067p7/580494.jpg,"Jason Aaron grew up in a small town in Alabama. His cousin, Gustav Hasford, who wrote the semi-autobiographical novel The Short-Timers, on which the feature film Full Metal Jacket was based, was a large influence on Aaron. Aaron decided he wanted to write comics as a child, and though his father was skeptical when Aaron informed him of this aspiration, his mother took Aaron to drug stores, where he would purchase books from spinner racks, some of which he still owns today.<br /><br />Aaron's career in comics began in 2001 when he won a Marvel Comics talent search contest with an eight-page Wolverine back-up story script. The story, which was published in Wolverine #175 (June 2002), gave him the opportunity to pitch subsequent ideas to editors.<br /><br />In 2006, Aaron made a blind submission to DC/Vertigo, who published his first major work, the Vietnam War story The Other Side which was nominated for an Eisner Award for Best Miniseries, and which Aaron regards as the ""second time"" he broke into the industry.<br /><br />Following this, Vertigo asked him to pitch other ideas, which led to the series Scalped, a creator-owned series set on the fictional Prairie Rose Indian Reservation and published by DC/Vertigo.<br /><br />In 2007, Aaron wrote Ripclaw: Pilot Season for Top Cow Productions. Later that year, Marvel editor Axel Alonso, who was impressed by The Other Side and Scalped, hired Aaron to write issues of Wolverine, Black Panther and eventually, an extended run on Ghost Rider that began in April 2008. His continued work on Black Panther also included a tie-in to the company-wide crossover storyline along with a ""Secret Invasion"" with David Lapham in 2009.<br /><br />In January 2008, he signed an exclusive contract with Marvel, though it would not affect his work on Scalped. Later that July, he wrote the Penguin issue of The Joker's Asylum.<br /><br />After a 4-issue stint on Wolverine in 2007, Aaron returned to the character with the ongoing series Wolverine: Weapon X, launched to coincide with the feature film X-Men Origins: Wolverine. Aaron commented, ""With Wolverine: Weapon X we'll be trying to mix things up like that from arc to arc, so the first arc is a typical sort of black ops story but the second arc will jump right into the middle of a completely different genre,"" In 2010, the series was relaunched once again as simply Wolverine. He followed this with his current run on Thor: God of Thunder.",1/28/1973,,,3.99,236948,19677,http://jasoneaaron.blogspot.com/,,"comics,graphic novels","Jasper, Alabama",United States,33.83122,-87.27751
25031,Marc Brown,343,265,male,https://images.gr-assets.com/authors/1212945179p7/25031.jpg,"Marc Tolon Brown is perhaps best known for his series of children's books about Arthur the aardvark, which was turned into an animated television show on PBS. Brown is a three-time Emmy Award winner, for his role on the television show inspired by his books. <br /><br />He lives on Martha's Vineyard and in New York City with his wife, Laurie Krasny Brown. He has three children, sons Tolon and Tucker, and daughter Eliza. The names of his two sons have been hidden in all of the Arthur books except for one: <a href=""https://www.goodreads.com/book/show/5263033-arthur-s-tooth"" rel=""nofollow"">Arthur's Tooth</a>.",11/25/1946,,,4.09,92487,5060,http://www.marcbrownstudios.com/,,children,"Erie, Pennsylvania",United States,42.12922,-80.08506
75172,Frank Asch,94,72,male,https://images.gr-assets.com/authors/1310608995p7/75172.jpg,"Frank Asch is an American children's writer, best known for his Moonbear picture books.<br /><br />Asch published his first picture book, George's Store, in 1968. The following year he graduated from Cooper Union with a BFA. Since then he has taught at a public school in India, as well as at a Montessori school in the United States, conducted numerous creative workshops for children. He has written over 60 books, including Turtle Tale, Mooncake, I Can Blink and Happy Birthday Moon. In 1989 he wrote Here Comes the Cat! in collaboration with Vladimir Vagin. The book was awarded the Russian National Book Award and was considered the first Russian-American collaboration on a children's book.<br /><br />Asch lived in Somerville, New Jersey where he and his wife home-schooled their son Devin.<br /><br />He currently lives in Vermont with his wife, Jan.",8/6/1946,,,3.98,11457,1281,http://www.frankasch.com,,children,"Somerville, New Jersey",United States,40.57427,-74.60988
6845,Michaela Muntean,102,5,unknown,https://images.gr-assets.com/authors/1587492915p7/6845.jpg,,,,,3.95,2271,449,,,children,,,,
108689,Bernard Wiseman,41,5,male,https://s.gr-assets.com/assets/nophoto/user/m_333x500-a9c67bed07ee7e10983a5d5ccc572516.png,,,,,4.14,5292,241,,,,,,,
7819976,Matt Owens,12,3,unknown,https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png,,,,,3.23,1748,208,,,,,,,
18327,Greg Rucka,890,1474,male,https://images.gr-assets.com/authors/1192549912p7/18327.jpg,"Greg Rucka, is an American comic book writer and novelist, known for his work on such comics as Action Comics, Batwoman: Detective Comics, and the miniseries Superman: World of New Krypton for DC Comics, and for novels such as his Queen &amp; Country series.",11/29/1969,,,3.99,249699,18617,http://www.gregrucka.com/wp/,ruckawriter,"comics,graphic novels","San Francisco, CA",United States,37.77493,-122.41942
1192311,Claudia Gray,44,11214,female,https://images.gr-assets.com/authors/1234643683p7/1192311.jpg,"Claudia Gray is not my real name. I didn't choose a pseudonym because my real name is unpleasant (it isn't), because I'd always dreamed of calling myself this (I haven't) or even because I'm hiding from the remnants of that international diamond-smuggling cartel I smashed in 2003 (Interpol has taken care of them). In short, I took a pseudonym for no real reason whatsoever. Sometimes this is actually the best reason to do things.<br /><br />I live in New Orleans. So far, in life, I've been a disc jockey, a lawyer, a journalist and an extremely bad waitress, just to name a few. I especially like to spend time traveling, hiking, reading and listening to music. More than anything else, I enjoy writing. <br />",,,,3.86,389070,35055,http://www.claudiagray.com/,claudiagray,"fantasy,fiction,romance,young adult",,,,
4837456,Kevin Shinick,41,15,unknown,https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png,,,,,3.8,3219,421,,,,,,,
591619,Cullen Bunn,1123,651,male,https://images.gr-assets.com/authors/1288640180p7/591619.jpg,"Cullen grew up in rural North Carolina, but now lives in the St. Louis area with his wife Cindy and his son Jackson. His noir/horror comic (and first collaboration with Brian Hurtt), The Damned, was published in 2007 by Oni Press. The follow-up, The Damned: Prodigal Sons, was released in 2008. In addition to The Sixth Gun, his current projects include Crooked Hills, a middle reader horror prose series from Evileye Books; The Tooth, an original graphic novel from Oni Press; and various work for Marvel and DC. Somewhere along the way, Cullen founded Undaunted Press and edited the critically acclaimed small press horror magazine, Whispers from the Shattered Forum.<br /> <br />All writers must pay their dues, and Cullen has worked various odd jobs, including Alien Autopsy Specialist, Rodeo Clown, Professional Wrestler Manager, and Sasquatch Wrangler. <br /> <br />And, yes, he has fought for his life against mountain lions and he did perform on stage as the World's Youngest Hypnotist. Buy him a drink sometime, and he'll tell you all about it.<br /> <br />Visit his website at <a target=""_blank"" href=""http://www.cullenbunn.com"" rel=""nofollow"">www.cullenbunn.com</a>.",,,,3.83,117255,11537,http://www.cullenbunn.com,,"children,comics,graphic novels,horror","Cape Fear, NC",United States,33.88545,-78.01277
35022,Marjorie M. Liu,214,2977,female,https://images.gr-assets.com/authors/1566487769p7/35022.jpg,"New York Times bestselling and award-winning writer Marjorie Liu is best known for her fiction and comic books. She teaches comic book writing at MIT, and she leads a class on Popular Fiction at the Voices of Our Nation (VONA) workshop.<br /><br /> Ms. Liu is a highly celebrated comic book writer. Her extensive work with Marvel includes the bestselling Dark Wolverine series, NYX: No Way Home, X-23, and Black Widow: The Name of the Rose. She received national media attention for Astonishing X-Men, which featured the gay wedding of X-Man Northstar and was subsequently nominated for a GLAAD Media Award for outstanding media images of the lesbian, gay, bisexual and transgender community. Ms. Liu also wrote the story for the animated film, Avengers Confidential: Black Widow and Punisher, which was produced by Marvel, Sony Pictures Entertainment (Japan) Inc., and Madhouse Inc.<br /><br />Her newest work is MONSTRESS, an original, creator-owned comic book series with Japanese artist (and X-23 collaborator) Sana Takeda. Published by Image in Fall 2015, MONSTRESS is set in an alternate, matriarchal 1920’s Asia and follows a girl’s struggle to survive the trauma of war. With a cast of girls and monsters and set against a richly imagined aesthetic of art deco-inflected steam punk, MONSTRESS #1 debuted to critical praise. The Hollywood Reporter remarked that the longer than typical first issue was “world-building on a scale rare in mainstream comics.”<br /><br />Ms. Liu is also the author of more than 19 novels, most notably the urban fantasy series, Hunter Kiss, and the paranormal romance series, Dirk &amp; Steele. Her novels have also been bestsellers on USA Today, which described Liu “as imaginative as she is prolific.” Her critically praised fiction has twice received the Romantic Times Reviewers’ Choice Award, for THE MORTAL BONE (Hunter Kiss #6), and TIGER EYE (Dirk &amp; Steele #1). TIGER EYE was the basis for a bestselling paranormal romance video game called Tiger Eye: Curse of the Riddle Box.<br /><br />Liu has appeared on MSNBC, CNN, MTV, and been profiled in the Wall Street Journal.com, Hollywood Reporter, and USA Today. She is a frequent lecturer and guest speaker, appearing on panels at San Diego Comic Con, the Tokyo Literary Festival, the New York Times Public Lecture series, Geeks Out; and the Asian American Writers Workshop. Her work has been published internationally, including Germany, France, Japan, Poland, and the United Kingdom.<br /><br />Ms. Liu was born in Philadelphia, and has lived in numerous cities in the Midwest and Beijing. Prior to writing full-time, she was a lawyer. She currently resides in Boston.",,,,3.98,188532,16760,http://www.marjoriemliu.com,marjoriemliu,"comic books,fantasy,romance",,,,
5363,Mark Waid,1314,881,male,https://images.gr-assets.com/authors/1281876586p7/5363.jpg,"Mark Waid (born March 21, 1962 in Hueytown, Alabama) is an American comic book writer. He is best known for his eight-year run as writer of the DC Comics' title The Flash, as well as his scripting of the limited series Kingdom Come and Superman: Birthright, and his work on Marvel Comics' Captain America.",3/21/1962,,,3.97,272276,17804,http://www.markwaid.com/,markwaid,"comics,graphic novels","Hueytown, Alabama",United States,33.45122,-86.99666
594966,Gerry Duggan,653,223,unknown,https://images.gr-assets.com/authors/1442471582p7/594966.jpg,,,,,3.83,69263,6452,,,,,,,
1641284,Charles Soule,782,609,male,https://images.gr-assets.com/authors/1518019458p7/1641284.jpg,,,,,3.82,110567,12501,http://www.charlessoule.com,CharlesSoule,,Milwaukee,United States,43.0389,-87.90647
535923,Alexander Freed,59,158,male,https://s.gr-assets.com/assets/nophoto/user/m_333x500-a9c67bed07ee7e10983a5d5ccc572516.png,"Alexander Freed is the author of <i>Star Wars: The Old Republic: The Lost Suns</i>, as well as many short stories, comic books, and videogames. Born near Philadelphia, he endeavors to bring the city’s dour charm with him to his current home of Austin, Texas.<br /><br />His first novel, <i>Star Wars: Battlefront: Twilight Company</i> was included on BuzzFeed’s “Best Science Fiction Books Of 2015” list.",,,,3.92,28104,3593,http://www.alexanderfreed.com/,AlexanderMFreed,fiction,,,,
5137530,Daniel José Older,49,1454,male,https://images.gr-assets.com/authors/1336535512p7/5137530.jpg,"Daniel José Older is the New York Times bestselling author of the Young Adult series the Shadowshaper Cypher (Scholastic), the Bone Street Rumba urban fantasy series (Penguin), and the upcoming Middle Grade sci-fi adventure Flood City (Scholastic). He won the International Latino Book Award and has been nominated for the Kirkus Prize, the Mythopoeic Award, the Locus Award, the Andre Norton Award, and yes, the World Fantasy Award. Shadowshaper was named one of Esquire’s 80 Books Every Person Should Read. You can find his thoughts on writing, read dispatches from his decade-long career as an NYC paramedic and hear his music at <a target=""_blank"" href=""http://danieljoseolder.net/"" rel=""nofollow"">http://danieljoseolder.net/</a>, on youtube and @djolder on twitter.",,,,3.88,37526,7765,http://www.danieljoseolder.net,djolder,"fantasy,fiction,young adult",,,,
36746,Lemony Snicket,102,19930,unknown,https://images.gr-assets.com/authors/1199734355p7/36746.jpg,"Lemony Snicket had an unusual education and a perplexing youth and now endures a despondent adulthood. His previous published works include the thirteen volumes in A Series of Unfortunate Events, The Composer is Dead, and 13 Words. His new series is All The Wrong Questions.<br /><br />For A Series of Unfortunate Events:<br /><a target=""_blank"" href=""http://www.lemonysnicket.com"" rel=""nofollow"">www.lemonysnicket.com</a><br /><br />For All The Wrong Questions:<br /><a target=""_blank"" href=""http://www.lemonysnicketlibrary.com"" rel=""nofollow"">www.lemonysnicketlibrary.com</a>",,,,3.97,1920603,70706,,,"children,mystery and thrillers",San Francisco,United States,37.77493,-122.41942
20006,Jeremy Barlow,82,11,male,https://images.gr-assets.com/authors/1451249560p7/20006.jpg,Eisner Award nominated writer and editor—and your only hope.,,,,3.82,9258,781,http://www.jeremybarlow.com/,Jeremy_Barlow,,,,,
